Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight
422.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,2.31kg
423.0,Asus,Notebook,35.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 940MX,Linux,2.3kg
424.0,Dell,Gaming,27.3,IPS Panel 2560x1440,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg
425.0,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg
426.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02kg
427.0,Dell,Ultrabook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Linux,1.6kg
428.0,HP,Gaming,17.3,Full HD 1920x1080,12GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.35kg
429.0,Mediacom,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,4GB,32GB SSD,Intel HD Graphics 500,Windows 10,1.16kg
430.0,Samsung,Netbook,11.6,1366x768,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15kg
431.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg
432.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.7kg
433.0,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,16GB,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.3kg
434.0,Lenovo,Notebook,15.6,Full HD 1920x1080,16GB,512GB SSD,Nvidia Quadro M2200M,Windows 10,2.5kg
435.0,Asus,Gaming,17.3,Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2kg
436.0,HP,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 400,Windows 10,2.1kg
437.0,Google,Ultrabook,12.3,Touchscreen 2400x1600,16GB,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1kg
438.0,Lenovo,Ultrabook,24,2560x1440,24GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.32kg
439.0,Asus,Notebook,15.6,Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 620,Linux,2kg
440.0,Lenovo,Notebook,17.3,1600x900,8GB,1TB HDD,AMD Radeon R4,Windows 10,2.8kg
441.0,Dell,Notebook,15.6,Full HD 1920x1080,4GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg
442.0,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg
443.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 505,Windows 10,2.2kg
444.0,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg
445.0,Dell,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg
446.0,Acer,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 620,Linux,2.4kg
447.0,Dell,Workstation,15.6,Full HD 1920x1080,8GB,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,Windows 10,2.23kg
448.0,MSI,Gaming,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2kg
449.0,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25kg
450.0,HP,Notebook,15.6,1366x768,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.91kg
451.0,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,16GB,256GB SSD,Nvidia Quadro M620,Windows 10,2.17kg
452.0,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,2.31kg
453.0,Lenovo,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.65kg
454.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.36kg
455.0,Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,4GB,500GB HDD,Intel HD Graphics 405,Windows 10,1.47kg
456.0,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42kg
457.0,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,4GB,128GB SSD,Intel HD Graphics 615,Windows 10 S,1.252kg
458.0,Microsoft,Ultrabook,33.5,Touchscreen 2256x1504,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25kg
459.0,HP,Notebook,17.3,1600x900,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.5kg
460.0,Acer,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23kg
461.0,Acer,Netbook,11.6,1366x768,4GB,128GB SSD,Intel HD Graphics 400,Windows 10,1.4kg
462.0,Asus,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.37kg
463.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,8GB,512GB SSD,AMD Radeon R7 M460,No OS,1.5kg
464.0,Lenovo,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M2200M,Windows 10,2.67kg
465.0,Asus,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2kg
466.0,Acer,Notebook,15.6,1366x768,4GB,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2kg
467.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,2TB HDD,AMD Radeon 530,Windows 10,2.02kg
468.0,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,12GB,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.78kg
469.0,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,12GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.4kg
470.0,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.29kg
471.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,500GB HDD,AMD FirePro W4190M ,Windows 10,1.9kg
472.0,Google,Ultrabook,12.3,Touchscreen 2400x1600,8GB,128GB SSD,Intel HD Graphics 615,Chrome OS,1.1kg
473.0,Dell,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.42kg
474.0,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,12GB,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows 10,2.06kg
475.0,Dell,Notebook,14,1366x768,8GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.79kg
476.0,Dell,Workstation,?,Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78kg
477.0,Lenovo,Notebook,14,Full HD 1920x1080,8GB,180GB SSD,Intel HD Graphics 620,Windows 10,1.7kg
479.0,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg
480.0,Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.16kg
481.0,Dell,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg
482.0,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,4GB,128GB SSD,Intel UHD Graphics 620,Windows 10,1.49kg
483.0,Chuwi,Notebook,15.6,Full HD 1920x1080,4GB,64GB Flash Storage,Intel HD Graphics,Windows 10,1.89kg
484.0,Lenovo,Notebook,15.6,1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.3kg
485.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.75kg
486.0,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,16GB,512GB SSD,Nvidia Quadro M620,Windows 10,2.17kg
487.0,Dell,Notebook,15.6,Full HD 1920x1080,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg
488.0,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.36kg
489.0,Asus,Ultrabook,12.5,Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,0.91kg
490.0,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.3kg
491.0,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,32GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg
492.0,Asus,Gaming,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99kg
493.0,Acer,Notebook,15.6,1366x768,8GB,1TB HDD,AMD Radeon RX 540,Windows 10,2.2kg
494.0,Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,24GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10,4.33kg
495.0,Lenovo,Ultrabook,12.5,IPS Panel 1366x768,8GB,180GB SSD,Intel HD Graphics 520,Windows 10,1.3kg
496.0,Lenovo,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.17kg
497.0,HP,Notebook,14,Full HD 1920x1080,8GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.48kg
498.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg
499.0,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3kg
500.0,Asus,Netbook,11.6,1366x768,4GB,64GB Flash Storage,Intel HD Graphics 500,Windows 10 S,1.2kg
501.0,HP,Notebook,15.6,1366x768,8GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg
502.0,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg
503.0,Lenovo,Notebook,14,1366x768,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2.1kg
504.0,Lenovo,Netbook,11.6,1366x768,4GB,16GB SSD,Intel HD Graphics 400,Chrome OS,1.25kg
505.0,Lenovo,Notebook,13.3,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.44kg
506.0,Asus,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2kg
507.0,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2kg
508.0,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.34kg
509.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4kg
510.0,Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.29kg
511.0,Acer,Notebook,15.6,Full HD 1920x1080,4GB,500GB HDD,Nvidia GeForce 940MX,Windows 10,2.2kg
512.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg
513.0,Dell,Notebook,15.6,Full HD 1920x1080,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg
514.0,Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,16GB,256GB SSD,Nvidia GeForce MX150,No OS,1.95kg
515.0,Asus,Netbook,11.6,1366x768,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1kg
516.0,HP,Notebook,15.6,Touchscreen 1366x768,4GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.04kg
517.0,Asus,Gaming,15.6,Full HD 1920x1080,24GB,512GB SSD,Nvidia GeForce GTX1080,Windows 10,2.24kg
518.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04kg
519.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,Windows 10,3kg
520.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2kg
521.0,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg
522.0,Dell,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg
523.0,HP,Notebook,15.6,1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.63kg
524.0,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8kg
525.0,Lenovo,Notebook,24,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,2.02kg
526.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.2kg
527.0,Lenovo,Notebook,15.6,1366x768,8GB,2TB HDD,Nvidia GeForce 920MX ,No OS,2.2kg
528.0,Dell,Notebook,15.6,Full HD 1920x1080,4GB,500GB HDD,AMD Radeon R5 M430,Windows 10,2.3kg
529.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg
530.0,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg
531.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg
532.0,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2kg
533.0,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,4GB,32GB SSD,Intel HD Graphics 500,Windows 10,1.2kg
534.0,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3kg
535.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93kg
536.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg
537.0,HP,Notebook,15.6,Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 405,Windows 10,1.86kg
538.0,HP,Gaming,17.3,Full HD 1920x1080,12GB,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.62kg
539.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.87kg
540.0,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg
541.0,Dell,Notebook,14,Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.6kg
542.0,HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.34kg
543.0,Acer,Gaming,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg
544.0,Asus,Notebook,15.6,1366x768,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows 10,2kg
545.0,HP,Notebook,15.6,Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.1kg
546.0,Lenovo,Notebook,14,Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.87kg
547.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Intel HD Graphics 520,No OS,2.15kg
548.0,HP,Notebook,15.6,Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.86kg
549.0,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.99kg
550.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.2kg
551.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg
552.0,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg
553.0,HP,Notebook,17.3,1600x900,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.65kg
554.0,HP,Notebook,17.3,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63kg
555.0,Asus,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 500,Linux,2kg
556.0,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,4GB,32GB Flash Storage,Intel HD Graphics,Windows 10,1.35kg
557.0,Lenovo,Notebook,17.3,1600x900,6GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8kg
558.0,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,6GB,128GB SSD,AMD Radeon 530,Windows 10,1.91kg
559.0,Dell,Notebook,15.6,1366x768,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18kg
560.0,Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.25kg
561.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.05kg
562.0,HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,512GB SSD,Intel HD Graphics 515,Windows 10,1.16kg
563.0,Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M620M,Windows 10,3.4kg
564.0,Asus,Notebook,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg
565.0,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8GB,128GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg
566.0,Dell,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.93kg
568.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 505,Windows 10,2.2kg
569.0,Lenovo,Notebook,14,1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.02kg
570.0,HP,Workstation,17.3,1600x900,8GB,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14kg
571.0,HP,Notebook,14,1366x768,8GB,2TB HDD,Intel HD Graphics 405,Windows 10,1.94kg
572.0,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,6GB,256GB SSD,AMD Radeon 530,Windows 10,1.95kg
573.0,Lenovo,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3kg
574.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.05kg
575.0,Mediacom,Notebook,14,Full HD 1920x1080,4GB,32GB SSD,Intel HD Graphics,Windows 10,1.4kg
576.0,Toshiba,Ultrabook,14,Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.24kg
577.0,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.6kg
578.0,MSI,Gaming,17.3,Full HD 1920x1080,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14kg
579.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon R5 M430,Linux,2.2kg
580.0,Mediacom,Notebook,14,IPS Panel Full HD 1920x1080,4GB,32GB SSD,Intel HD Graphics 500,Windows 10,1.45kg
581.0,Dell,Notebook,15.6,1366x768,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.9kg
582.0,HP,Notebook,13.3,Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.49kg
583.0,Dell,Notebook,15.6,Full HD 1920x1080,16GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93kg
584.0,Dell,Netbook,11.6,1366x768,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.26kg
585.0,MSI,Gaming,17.3,Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.5kg
586.0,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.78kg
587.0,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,12GB,256GB SSD,Intel HD Graphics 520,Windows 10,8.4kg
588.0,Lenovo,Notebook,15.6,Touchscreen 1366x768,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.2kg
589.0,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg
590.0,Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.2kg
591.0,Lenovo,Notebook,15.6,Full HD 1920x1080,12GB,512GB SSD,AMD Radeon 530,Windows 10,2.2kg
592.0,Dell,2 in 1 Convertible,31.6,Touchscreen 1366x768,4GB,128GB SSD,Intel HD Graphics 615,Windows 10,1.39kg
593.0,Samsung,Notebook,15.6,Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg
594.0,Lenovo,Notebook,17.3,Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.8kg
595.0,Lenovo,Notebook,15.6,1366x768,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.29kg
596.0,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.37kg
597.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,1.7kg
598.0,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.34kg
599.0,Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Nvidia Quadro M620,Windows 10,2.06kg
600.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg
601.0,HP,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.1kg
602.0,Acer,Notebook,14,Full HD 1920x1080,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.6kg
603.0,MSI,Gaming,17.3,Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.14kg
604.0,Dell,Notebook,15.6,1366x768,4GB,1TB HDD,AMD Radeon R5 M420,Linux,2.18kg
605.0,MSI,Gaming,15.6,4K Ultra HD 3840x2160,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg
606.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.2kg
607.0,Lenovo,Notebook,15.6,Full HD 1920x1080,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.4kg
608.0,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,2kg
609.0,Acer,Notebook,14,1366x768,4GB,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.6kg
610.0,Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,32GB,1TB SSD,Nvidia Quadro M2200M,Windows 10,2.5kg
611.0,Dell,Gaming,15.6,Full HD 1920x1080,16GB,1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59kg
612.0,Dell,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 520,Linux,2.18kg
613.0,Dell,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 520,Linux,2.25kg
614.0,Dell,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 620,Linux,1.93kg
615.0,Asus,Gaming,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg
617.0,HP,Ultrabook,15.6,Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.84kg
618.0,MSI,Gaming,15.6,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.94kg
619.0,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25kg
620.0,HP,Notebook,14,1366x768,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.31kg
621.0,Lenovo,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.65kg
622.0,Dell,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,AMD Radeon 530,Windows 10,2.2kg
623.0,Fujitsu,Notebook,15.6,1366x768,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.2kg
624.0,HP,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.88kg
626.0,Mediacom,Notebook,14,Full HD 1920x1080,2GB,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4kg
627.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,No OS,2.2kg
628.0,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.5kg
630.0,Asus,Ultrabook,14,Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,11.1kg
631.0,Dell,Gaming,15.6,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg
632.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.8kg
